title,authors,average_rating,language_code,num_pages,ratings_count,publication_date,publisher,year
"Natural Cures ""They"" Don't Want You to Know about",Kevin Trudeau,3.09,en-US,571,1601,1/1/2004,Alliance Publishing,2004
The Natural,Bernard Malamud,3.63,eng,231,8854,7/7/2003,Farrar Straus Giroux,2003
Digging to America,Anne Tyler,3.55,eng,277,17155,5/2/2006,Alfred A. Knopf,2006
Rereading America: Cultural Contexts for Critical Thinking and Writing,Gary Colombo,3.77,eng,826,44,1/21/2004,Bedford Books,2004
Modern Latin America,Thomas E. Skidmore,3.59,en-US,528,234,10/7/2004,Oxford University Press  USA,2004
The Plot Against America,Philip Roth,3.77,eng,391,33321,9/27/2005,Vintage International,2005
Naked Pictures of Famous People,Jon   Stewart,3.59,en-GB,164,8703,9/22/1999,Dey Street Books,1999
Collected Stories,Gabriel García Márquez,4.19,eng,352,6375,5/13/2008,Harper Perennial Modern Classics,2008
Crónica de una muerte anunciada,Gabriel García Márquez,3.97,spa,118,7888,10/14/2003,Vintage Espanol,2003
Cien años de soledad,Gabriel García Márquez,4.07,spa,496,130,2/7/2006,Plaza y Janes,2006
Del amor y otros demonios,Gabriel García Márquez,3.98,spa,176,4508,2/7/2006,Plaza y Janes,2006
Living to Tell the Tale,Gabriel García Márquez,3.99,eng,533,397,10/12/2004,Vintage,2004
Memoria de mis putas tristes,Gabriel García Márquez,3.6,spa,112,5856,10/19/2004,Vintage Espanol,2004
The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,Brian Greene,4.07,eng,425,32569,9/2/2004,Vintage Books USA,2004
Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman,Upasika Kee Nanayon,4.29,eng,288,37,5/15/2005,Wisdom Publications,2005
The Mini Rough Guide to London,Rob Humphreys,3.75,eng,363,1,4/1/2006,Rough Guides,2006
Best of London (Lonely Planet Best Of),Lonely Planet,3.83,eng,128,11,9/1/2004,Lonely Planet,2004
Lonely Planet Londres,Lonely Planet,4.03,spa,480,0,5/1/2006,Geoplaneta,2006
Out to Eat London 2002 (Lonely Planet Out to Eat),Lonely Planet,0.0,eng,295,0,9/1/2001,Lonely Planet,2001
Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager,H.G. Bissinger,3.88,eng,287,6870,4/4/2006,Mariner Books,2006
Cryptonomicon,Neal Stephenson,4.25,eng,1139,83184,11/1/2002,Avon,2002
Le Réseau Kinakuta (Cryptonomicon  #2),Neal Stephenson,4.1,fre,418,5,3/31/2001,Payot,2001
The Confusion (The Baroque Cycle  #2),Neal Stephenson,4.26,en-US,815,19320,6/14/2005,William Morrow Paperbacks,2005
Quicksilver (The Baroque Cycle  #1),Neal Stephenson,3.93,eng,927,30872,9/21/2004,HarperCollins Perennial,2004
The Cobweb,Neal Stephenson,3.61,eng,448,2465,5/31/2005,Spectra Books,2005
The Big U,Neal Stephenson,3.25,en-US,308,4657,2/6/2001,William Morrow Paperbacks,2001
The Diamond Age: Or  A Young Lady's Illustrated Primer,Neal Stephenson,4.19,eng,499,71042,5/2/2000,Spectra,2000
Interface,Neal Stephenson,3.68,eng,640,4731,5/31/2005,Spectra,2005
Odalisque (The Baroque Cycle  Vol. 1  Book 3),Neal Stephenson,4.2,en-US,464,1567,3/28/2006,HarperTorch,2006
Snow Crash,Neal Stephenson,4.03,eng,438,188100,8/2/2000,Bantam Books,2000
Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame,Dan Harrington,4.16,eng,450,1474,6/1/2005,Two Plus Two Publishing LLC,2005
Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,Dan Harrington,4.24,eng,381,1929,12/1/2004,Two Plus Two Publishing LLC,2004
The Design of Everyday Things,Donald A. Norman,4.17,eng,240,18602,9/19/2002,Basic Books,2002
Emotional Design: Why We Love (or Hate) Everyday Things,Donald A. Norman,3.95,eng,272,3702,5/11/2005,Basic Books,2005
The Psychology of Everyday Things,Donald A. Norman,4.17,eng,257,265,6/13/1988,Basic Books,1988
No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,Alex C. Jones,4.27,en-GB,259,51,4/30/2006,Ignatius Press,2006
The Alchemist,Paulo Coelho,3.86,eng,192,920,5/2/2006,HarperOne,2006
The Alchemist,Paulo Coelho,3.86,eng,197,1631221,5/1/1993,HarperCollins,1993
Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9),Hiromu Arakawa,4.57,eng,192,9013,9/19/2006,VIZ Media LLC,2006
Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),Hiromu Arakawa,4.56,eng,192,16666,9/13/2005,VIZ Media LLC,2005
Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),Hiromu Arakawa,4.57,eng,192,11451,7/18/2006,VIZ Media LLC,2006
Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1),Hiromu Arakawa,4.5,eng,192,111091,5/3/2005,VIZ Media LLC,2005
Fullmetal Alchemist  Vol. 4 (Fullmetal Alchemist  #4),Hiromu Arakawa,4.55,eng,200,10752,11/8/2005,VIZ Media LLC,2005
The Illustrated Alchemist: A Fable about Following Your Dream,Paulo Coelho,3.86,en-US,198,251,11/1/1998,HarperCollins Publishers,1998
Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),Hiromu Arakawa,4.52,eng,192,14923,7/5/2005,VIZ Media LLC,2005
Pompeii,Robert   Harris,3.82,eng,274,26922,11/8/2005,Random House Trade Paperbacks,2005
The Last Days of Pompeii,Edward Bulwer-Lytton,3.6,eng,360,1156,12/3/2002,Borgo Press,2002
Of Mice and Men,John Steinbeck,3.87,eng,103,1755253,1/8/2002,Penguin Books,2002
The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,3.74,en-US,464,20529,9/6/2005,It Books,2005
The Westing Game,Ellen Raskin,4.02,eng,182,142121,4/12/2004,Puffin,2004
The Egypt Game,Zilpha Keatley Snyder,3.83,eng,215,30231,7/7/2009,Turtleback Books,2009
Memoirs of a Geisha,Arthur Golden,4.11,eng,503,280309,11/22/2005,Vintage Books USA,2005
Memoirs of a Geisha,Arthur Golden,4.11,eng,434,1301083,11/15/2005,Random House Large Print Publishing,2005
Memoirs of a Geisha,Arthur Golden,4.11,en-US,497,2122,12/1/2005,Vintage,2005
Memoirs of a Geisha: A Portrait of the Film,David        James,4.08,eng,144,145,10/20/2005,Newmarket Press,2005
Memoirs of a Geisha,Arthur Golden,4.11,eng,497,4189,6/4/1998,Vintage,1998
Geisha of Gion,Mineko Iwasaki,3.93,eng,334,1556,5/6/2003,Pocket Books,2003
Love As A Foreign Language #5,J. Torres,3.44,eng,58,9,2/1/2006,Oni Press,2006
Jungle Love,Margaret Johnson,3.41,eng,95,59,8/1/2002,Cambridge University Press,2002
The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,4.7,eng,0,22,1/1/2005,Moody Publishers,2005
Angels & Demons (Robert Langdon  #1),Dan Brown,3.89,eng,736,2418736,4/1/2006,Pocket Books,2006
Ángeles y demonios (Robert Langdon  #1),Dan Brown,3.89,spa,508,196,12/1/2005,Umbriel,2005
Angeles & Demonios,Dan Brown,3.89,spa,18,65,12/1/2005,FonoLibro,2005
The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.84,eng,489,1679706,3/28/2006,Anchor,2006
The Da Vinci Code,Dan Brown,3.84,eng,467,1120,3/28/2006,Broadway Books,2006
Da Vinci Code (Robert Langdon  #2),Dan Brown,3.84,fre,744,377,5/3/2005,Pocket,2005
Deception Point,Dan Brown,3.71,eng,736,4919,4/1/2006,Pocket Books,2006
Deception Point,Dan Brown,3.71,eng,585,3353,5/1/2004,Corgi Books,2004
Deception Point,Dan Brown,3.71,eng,448,61,8/1/2005,Bantam Press,2005
A Killing Rain (Louis Kincaid  #6),P.J. Parrish,4.04,eng,383,456,2/1/2005,Pinnacle,2005
The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley,4.03,eng,258,61760,10/1/1998,Gallery Books,1998
Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,4.18,eng,320,88897,9/1/2005,Tarcherperigee,2005
Think and Grow Rich,Napoleon Hill,4.18,eng,368,48,8/7/2004,High Roads Media,2004
Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,3.58,eng,256,173,6/7/2006,Pragmatic Bookshelf,2006
Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,3.95,en-US,288,253,6/1/2005,Firebrand Books,2005
Trump: The Art of the Deal,Donald J. Trump,3.66,en-US,384,12748,12/28/2004,Ballantine Books,2004
The Richest Man in Babylon,George S. Clason,4.26,eng,194,76451,2/1/2008,Berkley Books,2008
The Richest Man in Babylon,George S. Clason,4.26,eng,4,86,6/17/2005,Recorded Books  Inc.,2005
Shibumi,Trevanian,4.21,eng,480,9498,5/10/2005,Broadway Books,2005
1776,David McCullough,4.07,eng,386,166916,7/4/2006,Simon  Schuster,2006
1776,Peter  Stone,4.22,eng,192,1299,11/18/1976,Penguin Books,1976
The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J. Allison,3.62,eng,284,31,7/15/2000,University of Chicago Press,2000
The Good Earth (House of Earth  #1),Pearl S. Buck,3.98,eng,418,200744,3/4/2009,Howard Publishing Co,2009
Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,3.93,eng,5,26,3/15/2005,Zondervan,2005
Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.74,eng,399,190039,7/5/2005,Harper Perennial,2005
Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,3.74,eng,384,811,4/4/2002,Penguin Books,2002
Snow Flower and the Secret Fan,Lisa See,4.07,eng,269,297533,2/21/2006,Random House,2006
The Broker,John Grisham,3.78,eng,422,72361,9/26/2006,Delta,2006
The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,4.51,eng,1344,11208,7/12/1975,Vintage,1975
The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,3.75,eng,320,28,7/25/2006,Ballantine Books,2006
Body For Life: 12 Weeks to Mental and Physical Strength,Bill Phillips,3.74,en-US,201,3877,6/10/1999,HarperCollins Publishers  Inc.,1999
Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,Pamela Peeke,3.65,en-US,288,401,4/1/2005,Rodale Books,2005
Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,3.95,eng,405,814,11/26/2003,High Point Media,2003
The Warren Buffett Way,Robert G. Hagstrom,4.13,en-US,245,228,10/1/2005,John Wiley & Sons,2005
The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles,4.07,eng,432,39,4/18/2003,Wiley,2003
Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky,3.15,eng,368,26,5/15/2005,B Books,2005
Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park,3.99,en-US,68,11178,2/16/1993,Random House Books for Young Readers,1993
Monkey Business,Sarah Mlynowski,3.67,eng,392,3379,9/24/2004,Red Dress Ink,2004
Liar's Poker,Michael   Lewis,4.15,eng,256,22843,10/1/1990,Penguin Books,1990
Liar's Poker: A Harry Garnish Mystery,Frank McConnell,3.31,eng,214,13,6/1/1993,Walker & Company,1993
Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,Ursula Ferrigno,4.08,eng,64,8,3/1/2001,Ryland Peters & Small,2001
Giada's Family Dinners,Giada De Laurentiis,3.96,eng,256,14103,4/4/2006,Clarkson Potter,2006
Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,3.95,eng,256,40125,2/22/2005,Clarkson Potter,2005
Everyday Pasta,Giada De Laurentiis,4.09,eng,240,8822,4/3/2007,Clarkson Potter,2007
Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence,4.09,eng,256,3697,9/26/2006,Clarkson Potter,2006
Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence,4.06,eng,304,1426,3/25/2003,Clarkson Potter Publishers,2003
Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence,3.92,eng,287,275,10/1/2004,Clarkson Potter Publishers,2004
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,3.97,eng,320,628745,10/17/2006,William Morrow,2006
Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt,3.97,spa,250,193,8/1/2006,Ediciones B,2006
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,3.97,en-US,496,98,12/8/2006,Harper,2006
The Last Assassin (John Rain  #5),Barry Eisler,4.27,eng,338,189,6/1/2006,Putnam Publishing Group,2006
Life of Pi,Yann Martel,3.91,en-US,401,4318,5/3/2004,Mariner Books / Harvest Books,2004
L'Histoire de Pi,Yann Martel,3.91,fre,448,177,11/24/2005,Gallimard,2005
Shadows and Wind: A View of Modern Vietnam,Robert Templer,3.49,eng,400,102,9/1/1999,Penguin Books,1999
A Million Little Pieces,James Frey,3.65,eng,515,206011,9/22/2005,Anchor Books,2005
A Million Little Pieces of Feces,Python Bonkers,3.56,en-US,256,43,2/10/2006,Lulu.com,2006
A Million Little Lies,James Pinocchio,3.41,en-US,191,201,3/28/2006,William Morrow Paperbacks,2006
The Leadership Challenge,James M. Kouzes,4.05,en-US,458,873,8/7/2003,Jossey-Bass,2003
Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,4.14,eng,193,5354,2/1/1993,Business Plus,1993
Leadership in Organizations,Gary Yukl,3.68,en-GB,542,55,7/7/2005,Prentice Hall,2005
Leadership,Rudolph W. Giuliani,3.72,eng,397,1820,10/1/2002,Little  Brown,2002
Men Are from Mars  Women Are from Venus,John Gray,3.55,eng,368,132062,4/3/2012,Harper Paperbacks,2012
Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,3.62,en-US,368,18,10/21/1998,Harper,1998
Men Are from Mars  Women Are from Venus,John Gray,3.55,eng,2,43,4/3/2007,HarperAudio,2007
How to Succeed with Women,Ron  Louis,3.76,en-US,320,82,10/29/1998,Prentice Hall Press,1998
The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,eng,512,184418,6/25/2002,Bantam,2002
The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,eng,468,495,5/4/1980,Crown Publishing Group,1980
Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,4.26,eng,317,85094,3/17/2004,W. W. Norton  Company,2004
Juiced Official Strategy Guide,Doug Walsh,0.0,eng,112,0,6/1/2005,BradyGames,2005
The 48 Laws of Power,Robert Greene,4.18,eng,452,60946,9/1/2000,Penguin (Business),2000
Gates of Fire,Steven Pressfield,4.42,eng,392,21934,9/27/2005,Bantam,2005
Fire Sea (The Death Gate Cycle  #3),Margaret Weis,4.07,eng,414,16312,3/1/1992,Spectra Books,1992
The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,3.58,en-US,721,146,6/18/2001,Tor Classics,2001
The Afghan Campaign,Steven Pressfield,3.96,eng,354,3002,7/1/2006,Doubleday Books,2006
Tides of War,Steven Pressfield,3.9,eng,448,3422,8/28/2001,Bantam,2001
Last of the Amazons,Steven Pressfield,3.76,eng,400,2138,7/1/2003,Bantam,2003
The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield,4.0,eng,168,53653,4/1/2003,Warner Books,2003
Gita on the Green,Stephen J. Rosen,3.78,en-US,176,14,5/30/2002,Continuum,2002
Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo,3.91,eng,340,85,4/24/2006,Stackpole Books,2006
Phaedrus and Letters VII and VIII,Plato,4.1,en-US,160,226,1/30/1973,Penguin Classics,1973
Phaedrus,Plato,3.92,eng,128,29,1/16/2003,Oxford University Press  USA,2003
Phaedrus,Plato,3.92,eng,176,236,8/25/2005,Penguin Classics,2005
Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato,4.47,eng,157,14,12/1/1991,Prometheus Books,1991
Enthusiasm and Divine Madness,Josef Pieper,4.5,eng,125,26,2/11/2019,St. Augustines Press,2019
On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato,4.06,eng,272,154,6/15/2006,Hackett Publishing Company  Inc.,2006
Gorgias/Phaedrus (Agora),Plato,4.35,eng,233,18,9/1/1998,Cornell University Press,1998
Statesman,Plato,3.85,eng,128,28,3/15/1999,Hackett Publishing Company  Inc.,1999
Gorgias,Plato,3.95,en-GB,208,8186,1/29/2004,Penguin Classics,2004
The Histories,Herodotus,3.99,eng,716,34727,1/30/2003,Penguin Books,2003
The Histories,Herodotus,3.99,eng,622,227,9/1/1954,Penguin Classics,1954
The History (Great Minds),Herodotus,3.99,en-US,613,2,11/1/1992,Prometheus Books,1992
The Histories,Herodotus,3.99,eng,772,271,11/19/1998,Oxford University Press,1998
The Histories,Herodotus,3.99,en-US,653,143,8/30/1970,Penguin Classics,1970
The Histories,Herodotus,3.99,en-US,464,40,1/17/1992,W.W. Norton & Company,1992
The Histories,Herodotus,3.99,en-US,816,132,3/25/1997,Everyman's Library 234,1997
The History,Herodotus,3.99,en-US,710,36,3/14/1987,University of Chicago Press,1987
The Iliad,Homer,3.86,eng,683,288792,4/29/1999,Penguin Classics,1999
Iliad,Homer,3.86,en-US,574,1058,3/12/1997,Hackett Publishing Company  Inc.,1997
The Iliad,Homer,3.86,en-US,588,692,4/3/2004,Farrar  Straus and Giroux,2004
The Iliad/The Odyssey,Homer,4.04,eng,1556,54939,11/1/1999,Penguin Classics,1999
The Iliad,Homer,3.86,eng,462,1919,1/30/2003,Penguin Classics,2003
The Iliad,Homer,3.86,en-US,312,158,8/1/1999,Signet Classics,1999
The Essential Iliad,Homer,3.86,en-US,216,212,9/15/2000,Hackett Publishing Company  Inc.,2000
The Odyssey,Homer,3.76,eng,541,760871,11/30/2006,Penguin Classics,2006
The Odyssey,Homer,3.76,eng,515,1713,11/5/1998,Farrar  Straus and Giroux,1998
The Odyssey,Homer,3.76,eng,374,1131,6/1/1999,Harper Perennial,1999
The Odyssey,Homer,3.76,eng,324,2543,1/30/2003,Penguin Classics,2003
The Odyssey,Homer,3.76,eng,304,262,8/1/1999,Signet Classics,1999
Aeneid: Selections from Books 1  2  4  6  10  12,Virgil,4.35,eng,161,69,1/1/2001,Bolchazy-Carducci Publishers,2001
Eclogues. Georgics. Aeneid: Books 1-6,Virgil,4.22,mul,607,414,10/1/1999,Harvard University Press,1999
City Eclogue,Ed Roberson,4.13,eng,136,67,1/30/2006,Atelos Press,2006
The Eclogues and The Georgics,Virgil,3.8,eng,180,259,9/2/1999,Oxford University Press,1999
Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,3.94,eng,272,55,12/3/1997,Harvard Common Press,1997
The Complete Pelican Shakespeare,William Shakespeare,4.5,eng,1808,578,11/7/2002,Viking,2002
The Complete Works,William Shakespeare,4.5,eng,1248,62,10/13/1991,Gramercy,1991
Hamlet,William Shakespeare,4.02,eng,289,609271,8/1/2005,Cambridge University Press,2005
The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company,4.44,eng,137,8159,2/1/1994,Applause Books,1994
The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho,3.64,en-US,272,888,5/1/1995,HarperOne,1995
The Valkyries,Paulo Coelho,3.31,en-US,212,1204,9/28/1996,HarperOne,1996
Warrior of the Light,Paulo Coelho,3.7,en-US,142,22662,3/30/2004,HarperOne,2004
The Zahir,Paulo Coelho,3.57,eng,336,58917,7/3/2006,HarperOne,2006
By the River Piedra I Sat Down and Wept,Paulo Coelho,3.57,eng,208,70760,5/23/2006,HarperOne,2006
The Fifth Mountain,Paulo Coelho,3.62,en-US,256,1415,4/26/2000,HarperOne,2000
Veronika Decides to Die,Paulo Coelho,3.7,eng,210,132064,6/1/2006,Harper Perennial,2006
Hamlet,William Shakespeare,4.02,eng,148,1658,12/1/2001,Penguin Books,2001
Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,3.69,en-US,129,65,5/30/2000,Cliffs Notes,2000
Shakespeare's Hamlet,William Shakespeare,4.02,eng,240,102,5/29/2000,Cliffs Notes,2000
Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana,4.29,eng,450,489,3/24/2015,Nonpareil Books,2015
History of the Peloponnesian War: Bk. 1-2,Thucydides,4.32,mul,496,208,1/1/1919,Harvard University Press,1919
On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides,3.72,eng,172,610,10/1/1993,Hackett Publishing Company  Inc.,1993
History of the Peloponnesian War: Bk. 5-6,Thucydides,4.35,mul,400,38,1/1/1921,Harvard University Press,1921
The Peloponnesian War,Thucydides,3.9,eng,530,154,6/1/1998,Hackett Publishing Company  Inc.,1998
The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides,3.9,eng,554,24,7/17/1998,W. W. Norton & Company,1998
History of the Peloponnesian War  Bk. 7-8,Thucydides,4.29,eng,480,35,1/1/1923,Harvard University Press,1923
Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,4.5,eng,34,2,1/30/1989,Bryn Mawr Commentaries,1989
Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides,4.03,eng,221,4483,2/15/1955,University of Chicago Press,1955
Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides,4.21,eng,228,3334,1/15/1969,University of Chicago Press,1969
Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides,4.21,eng,307,560,11/15/1968,University of Chicago Press,1968
Grief Lessons: Four Plays by Euripides,Anne Carson,4.4,eng,312,679,8/1/2006,New York Review of Books,2006
Ten Plays,Euripides,4.17,en-US,432,1464,8/1/1990,Bantam Classics,1990
Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides,4.0,eng,255,541,1/15/1992,University of Chicago Press,1992
